1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,0,0,0,1,0,1,TRUE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,0,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,1,1,1,0,1,1,TRUE,3
1,1,1,1,0,1,1,0,1,1,TRUE,4
1,0,0,1,0,1,0,1,0,1,TRUE,2
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,1,1,1,0,0,0,FALSE,3
1,0,0,1,0,0,0,1,0,1,TRUE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,0,0,0,0,1,0,1,TRUE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,1,1,0,1,1,0,FALSE,2
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,1,1,1,0,0,0,FALSE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,0,0,1,0,1,0,1,TRUE,2
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,1,0,0,0,1,1,0,FALSE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,1,1,0,1,0,1,1,TRUE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,1,1,1,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,1,1,1,0,1,0,1,1,TRUE,4
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,0,1,1,1,1,0,1,1,TRUE,4
1,1,1,0,1,0,1,0,1,1,TRUE,3
1,0,1,0,0,0,0,1,0,1,TRUE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,1,1,0,0,1,0,1,TRUE,2
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,0,0,0,1,0,1,TRUE,1
1,1,1,1,0,1,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,1,1,0,1,0,1,TRUE,2
1,1,1,1,0,1,1,0,1,1,TRUE,4
1,1,0,1,0,0,0,1,1,0,FALSE,2
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,0,0,1,0,1,0,1,0,1,TRUE,2
1,1,1,1,1,0,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,0,1,1,0,1,1,TRUE,4
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,0,1,0,1,1,0,0,0,FALSE,3
1,1,0,0,1,0,0,1,0,1,TRUE,2
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,0,0,FALSE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,0,0,0,0,1,0,1,1,0,FALSE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,1,1,0,1,0,1,1,TRUE,3
1,1,0,1,1,1,1,0,1,1,TRUE,4
1,0,1,0,0,1,0,1,1,0,FALSE,2
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,0,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,0,0,0,1,0,1,TRUE,1
1,0,0,1,1,1,1,0,1,1,TRUE,3
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,0,1,1,0,1,1,TRUE,4
1,0,0,0,0,1,0,1,0,1,TRUE,1
1,0,0,1,0,1,0,1,1,0,FALSE,2
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,0,1,1,0,0,0,1,0,1,TRUE,2
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,1,0,0,1,0,1,TRUE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,0,1,0,0,1,0,1,1,0,FALSE,2
1,0,1,1,1,1,1,0,1,1,TRUE,4
1,1,1,0,1,0,1,0,1,1,TRUE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,0,1,0,1,1,0,1,1,TRUE,3
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,1,1,1,0,1,1,TRUE,3
1,1,0,1,1,0,1,0,0,0,FALSE,3
1,0,1,1,1,0,1,0,1,1,TRUE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,0,1,0,0,1,1,0,FALSE,2
1,0,0,0,1,0,0,1,0,1,TRUE,1
1,0,1,0,1,1,1,0,1,1,TRUE,3
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,0,0,1,0,1,1,0,FALSE,2
1,0,1,1,1,1,1,0,1,1,TRUE,4
1,0,1,1,1,0,1,0,1,1,TRUE,3
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,1,1,0,1,0,1,1,TRUE,3
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,0,1,0,0,0,FALSE,4
1,0,0,1,1,1,1,0,1,1,TRUE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,1,1,0,1,1,0,1,1,TRUE,4
1,1,1,0,1,0,1,0,1,1,TRUE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,0,0,1,1,1,0,0,0,FALSE,3
1,0,0,0,0,0,0,1,1,0,FALSE,0
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,1,1,0,0,1,0,1,1,TRUE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,1,0,0,0,0,1,0,1,TRUE,1
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,0,1,0,1,0,1,1,TRUE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,0,0,0,1,0,0,1,0,1,TRUE,1
1,0,1,0,0,0,0,1,0,1,TRUE,1
1,1,1,1,1,1,1,0,1,1,TRUE,5
1,0,0,0,0,0,0,1,0,1,TRUE,0
1,1,1,0,1,1,1,0,1,1,TRUE,4
1,1,1,0,0,1,1,0,0,0,FALSE,3
1,1,1,1,1,1,1,0,1,1,TRUE,5
