1,1,0.525708,0,0.474292,1,1,0.512969,0,0.487031,1,1,0.522508,0,0.477492,1,1,0.527311,0,0.472689,1,1,0.530814,0,0.469186
1,1,0.546946,0,0.453054,1,1,0.543381,0,0.456619,1,1,0.562089,0,0.437911,1,1,0.546412,0,0.453588,1,1,0.587468,0,0.412532
1,0,0.509097,1,0.490903,1,0,0.503924,1,0.496076,1,0,0.510390,1,0.489610,1,0,0.520254,1,0.479746,1,1,0.521820,0,0.478180
1,1,0.538002,0,0.461998,1,0,0.555913,1,0.444087,1,0,0.634187,1,0.365813,1,0,0.615233,1,0.384767,1,0,0.549610,1,0.450390
1,1,0.536126,0,0.463874,1,1,0.529147,0,0.470853,1,1,0.506638,0,0.493362,1,1,0.513146,0,0.486854,1,1,0.505247,0,0.494753
1,1,0.507394,0,0.492606,1,1,0.504991,0,0.495009,1,1,0.513054,0,0.486946,1,1,0.503799,0,0.496201,1,0,0.516902,1,0.483098
1,1,0.504776,0,0.495224,1,0,0.502865,1,0.497135,1,1,0.502766,0,0.497234,1,1,0.501057,0,0.498943,1,1,0.514550,0,0.485450
1,1,0.502600,0,0.497400,1,0,0.502717,1,0.497283,1,1,0.503502,0,0.496498,1,1,0.501938,0,0.498062,1,0,0.501308,1,0.498692
1,0,0.590174,1,0.409826,1,1,0.601425,0,0.398575,1,1,0.613866,0,0.386134,1,1,0.573958,0,0.426042,1,1,0.541746,0,0.458254
1,1,0.529766,0,0.470234,1,1,0.525511,0,0.474489,1,1,0.517827,0,0.482173,1,0,0.570524,1,0.429476,1,1,0.543536,0,0.456464
1,1,0.559550,0,0.440450,1,1,0.526188,0,0.473812,1,1,0.528745,0,0.471255,1,1,0.526594,0,0.473406,1,1,0.538348,0,0.461652
1,1,0.530629,0,0.469371,1,0,0.501131,1,0.498869,1,0,0.506743,1,0.493257,1,1,0.517768,0,0.482232,1,1,0.536243,0,0.463757
1,0,0.563193,1,0.436807,1,0,0.555273,1,0.444727,1,0,0.560453,1,0.439547,1,0,0.541749,1,0.458251,1,0,0.514539,1,0.485461
1,1,0.573918,0,0.426082,1,1,0.536863,0,0.463137,1,1,0.521719,0,0.478281,1,1,0.553987,0,0.446013,1,1,0.549477,0,0.450523
1,1,0.581359,0,0.418641,1,1,0.518540,0,0.481460,1,1,0.519319,0,0.480681,1,1,0.532523,0,0.467477,1,1,0.570506,0,0.429494
1,1,0.518327,0,0.481673,1,1,0.534302,0,0.465698,1,1,0.560089,0,0.439911,1,1,0.533531,0,0.466469,1,1,0.515499,0,0.484501
1,1,0.534032,0,0.465968,1,1,0.529581,0,0.470419,1,1,0.548275,0,0.451725,1,1,0.536778,0,0.463222,1,1,0.548880,0,0.451120
1,1,0.513842,0,0.486158,1,1,0.505902,0,0.494098,1,1,0.507760,0,0.492240,1,1,0.507812,0,0.492188,1,1,0.524596,0,0.475404
1,1,0.767321,0,0.232679,1,1,0.510655,0,0.489345,1,1,0.660703,0,0.339297,1,1,0.653675,0,0.346325,1,1,0.536227,0,0.463773
1,1,0.524743,0,0.475257,1,1,0.556419,0,0.443581,1,1,0.532146,0,0.467854,1,1,0.530328,0,0.469672,1,1,0.539639,0,0.460361
1,1,0.539824,0,0.460176,1,1,0.504200,0,0.495800,1,1,0.526995,0,0.473005,1,1,0.537080,0,0.462920,1,1,0.518608,0,0.481392
1,1,0.514106,0,0.485894,1,1,0.505778,0,0.494222,1,0,0.515427,1,0.484573,1,0,0.511717,1,0.488283,1,1,0.520328,0,0.479672
1,1,0.532266,0,0.467734,1,1,0.532618,0,0.467382,1,1,0.534882,0,0.465118,1,1,0.516727,0,0.483273,1,1,0.572211,0,0.427789
1,1,0.511556,0,0.488444,1,1,0.521242,0,0.478758,1,1,0.525009,0,0.474991,1,1,0.519177,0,0.480823,1,1,0.527733,0,0.472267
1,1,0.526973,0,0.473027,1,1,0.524956,0,0.475044,1,1,0.533657,0,0.466343,1,1,0.513542,0,0.486458,1,1,0.517837,0,0.482163
1,1,0.594319,0,0.405681,1,0,0.501130,1,0.498870,1,1,0.603294,0,0.396706,1,0,0.507667,1,0.492333,1,1,0.526438,0,0.473562
1,1,0.508514,0,0.491486,1,1,0.523496,0,0.476504,1,1,0.512099,0,0.487901,1,0,0.504909,1,0.495091,1,1,0.539420,0,0.460580
1,0,0.522753,1,0.477247,1,0,0.590410,1,0.409590,1,0,0.589957,1,0.410043,1,0,0.622499,1,0.377501,1,0,0.710681,1,0.289319
1,1,0.513813,0,0.486187,1,1,0.516119,0,0.483881,1,1,0.527464,0,0.472536,1,1,0.506115,0,0.493885,1,1,0.531426,0,0.468574
1,0,0.568233,1,0.431767,1,0,0.512026,1,0.487974,1,0,0.545622,1,0.454378,1,0,0.555155,1,0.444845,1,0,0.540158,1,0.459842
1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000
1,1,0.509702,0,0.490298,1,0,0.534877,1,0.465123,1,0,0.500767,1,0.499233,1,1,0.534144,0,0.465856,1,1,0.545478,0,0.454522
1,1,0.575847,0,0.424153,1,1,0.537615,0,0.462385,1,1,0.511490,0,0.488510,1,0,0.507683,1,0.492317,1,1,0.572587,0,0.427413
1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000
1,1,0.512685,0,0.487315,1,1,0.511746,0,0.488254,1,1,0.531011,0,0.468989,1,1,0.521110,0,0.478890,1,1,0.507668,0,0.492332
1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,0,1.000000,1,0.000000,1,1,0.541174,0,0.458826,1,0,1.000000,1,0.000000
1,0,0.502753,1,0.497247,1,1,0.519286,0,0.480714,1,1,0.525902,0,0.474098,1,0,0.513562,1,0.486438,1,1,0.539930,0,0.460070
1,1,0.541426,0,0.458574,1,1,0.505302,0,0.494698,1,1,0.512547,0,0.487453,1,1,0.567508,0,0.432492,1,1,0.523152,0,0.476848
1,1,0.543669,0,0.456331,1,1,0.843322,0,0.156678,1,0,0.617120,1,0.382880,1,1,0.541174,0,0.458826,1,1,0.527486,0,0.472514
1,1,0.520749,0,0.479251,1,1,0.555143,0,0.444857,1,0,0.548994,1,0.451006,1,1,0.508949,0,0.491051,1,0,0.519469,1,0.480531
1,0,0.529813,1,0.470187,1,0,0.512773,1,0.487227,1,0,0.508346,1,0.491654,1,0,0.513735,1,0.486265,1,0,0.501321,1,0.498679
1,1,0.504017,0,0.495983,1,0,0.501882,1,0.498118,1,1,0.501114,0,0.498886,1,1,0.515817,0,0.484183,1,1,0.561281,0,0.438719
1,1,0.503176,0,0.496824,1,1,0.510407,0,0.489593,1,1,0.500488,0,0.499512,1,1,0.530997,0,0.469003,1,1,0.524802,0,0.475198
1,0,0.565173,1,0.434827,1,0,0.511148,1,0.488852,1,0,0.515355,1,0.484645,1,0,0.520746,1,0.479254,1,0,0.541807,1,0.458193
1,1,0.539824,0,0.460176,1,0,0.501355,1,0.498645,1,1,0.513306,0,0.486694,1,1,0.537080,0,0.462920,1,1,0.504828,0,0.495172
1,1,0.525475,0,0.474525,1,1,0.515411,0,0.484589,1,1,0.515102,0,0.484898,1,1,0.522472,0,0.477528,1,1,0.535907,0,0.464093
1,1,0.510976,0,0.489024,1,1,0.554115,0,0.445885,1,1,0.502370,0,0.497630,1,0,0.549505,1,0.450495,1,1,0.529239,0,0.470761
1,1,0.738970,0,0.261030,1,1,0.631055,0,0.368945,1,1,0.568362,0,0.431638,1,0,0.511751,1,0.488249,1,0,1.000000,1,0.000000
1,1,0.561774,0,0.438226,1,1,0.549949,0,0.450051,1,1,0.522774,0,0.477226,1,1,0.534867,0,0.465133,1,1,0.524738,0,0.475262
1,0,0.524165,1,0.475835,1,1,0.520986,0,0.479014,1,1,0.503341,0,0.496659,1,0,0.524366,1,0.475634,1,0,0.528925,1,0.471075
1,1,0.583161,0,0.416839,1,0,0.505542,1,0.494458,1,1,0.513366,0,0.486634,1,0,0.531170,1,0.468830,1,0,0.507463,1,0.492537
1,1,0.545357,0,0.454643,1,1,0.526657,0,0.473343,1,1,0.563812,0,0.436188,1,1,0.532054,0,0.467946,1,1,0.842496,0,0.157504
1,1,0.542341,0,0.457659,1,1,0.534848,0,0.465152,1,1,0.510494,0,0.489506,1,1,0.509614,0,0.490386,1,1,0.527917,0,0.472083
1,1,0.558851,0,0.441149,1,1,0.561488,0,0.438512,1,1,0.547418,0,0.452582,1,1,0.523310,0,0.476690,1,1,0.543137,0,0.456863
1,0,0.563193,1,0.436807,1,0,0.605046,1,0.394954,1,0,0.552347,1,0.447653,1,0,0.647121,1,0.352879,1,0,0.540453,1,0.459547
1,1,0.738970,0,0.261030,1,1,0.631055,0,0.368945,1,1,0.568362,0,0.431638,1,0,0.511751,1,0.488249,1,0,1.000000,1,0.000000
1,1,0.531066,0,0.468934,1,1,0.563070,0,0.436930,1,1,0.551863,0,0.448137,1,1,0.524629,0,0.475371,1,1,0.546366,0,0.453634
1,1,0.539824,0,0.460176,1,1,0.518321,0,0.481679,1,1,0.524550,0,0.475450,1,1,0.537080,0,0.462920,1,1,0.518608,0,0.481392
1,0,0.523453,1,0.476547,1,0,0.577127,1,0.422873,1,0,0.528134,1,0.471866,1,0,0.515031,1,0.484969,1,0,0.561958,1,0.438042
1,0,0.534501,1,0.465499,1,0,0.508912,1,0.491088,1,1,0.507521,0,0.492479,1,0,0.527876,1,0.472124,1,0,0.512861,1,0.487139
1,0,0.512683,1,0.487317,1,0,0.505923,1,0.494077,1,0,0.500227,1,0.499773,1,0,0.501275,1,0.498725,1,0,0.500358,1,0.499642
1,1,0.506329,0,0.493671,1,1,0.526310,0,0.473690,1,1,0.530475,0,0.469525,1,1,0.517513,0,0.482487,1,1,0.527944,0,0.472056
1,1,0.518527,0,0.481473,1,1,0.527887,0,0.472113,1,1,0.515508,0,0.484492,1,1,0.514503,0,0.485497,1,1,0.540876,0,0.459124
1,0,0.525355,1,0.474645,1,1,0.533070,0,0.466930,1,1,0.514457,0,0.485543,1,1,0.583739,0,0.416261,1,0,0.502174,1,0.497826
1,1,0.515137,0,0.484863,1,0,0.511775,1,0.488225,1,1,0.511013,0,0.488987,1,1,0.515488,0,0.484512,1,1,0.529525,0,0.470475
1,0,0.510060,1,0.489940,1,1,0.515843,0,0.484157,1,1,0.521251,0,0.478749,1,0,0.525007,1,0.474993,1,1,0.508901,0,0.491099
1,0,0.720378,1,0.279622,1,0,0.743232,1,0.256768,1,0,0.613885,1,0.386115,1,0,0.700680,1,0.299320,1,0,0.670748,1,0.329252
1,1,0.518538,0,0.481462,1,1,0.525329,0,0.474671,1,1,0.504391,0,0.495609,1,1,0.517573,0,0.482427,1,1,0.532201,0,0.467799
1,1,0.507221,0,0.492779,1,1,0.530452,0,0.469548,1,1,0.517149,0,0.482851,1,1,0.541969,0,0.458031,1,0,0.618386,1,0.381614
1,1,0.534399,0,0.465601,1,1,0.503643,0,0.496357,1,1,0.536078,0,0.463922,1,1,0.522853,0,0.477147,1,1,0.552027,0,0.447973
1,1,0.543055,0,0.456945,1,1,0.510678,0,0.489322,1,1,0.536949,0,0.463051,1,1,0.546621,0,0.453379,1,1,0.511971,0,0.488029
1,1,0.559852,0,0.440148,1,1,0.513479,0,0.486521,1,1,0.539438,0,0.460562,1,1,0.554950,0,0.445050,1,1,0.534520,0,0.465480
1,1,0.530859,0,0.469141,1,1,0.569571,0,0.430429,1,1,0.539732,0,0.460268,1,1,0.537034,0,0.462966,1,1,0.525405,0,0.474595
1,0,0.525426,1,0.474574,1,0,0.526720,1,0.473280,1,0,0.507241,1,0.492759,1,0,0.500639,1,0.499361,1,0,0.503369,1,0.496631
1,1,0.526638,0,0.473362,1,1,0.513327,0,0.486673,1,1,0.518160,0,0.481840,1,1,0.517501,0,0.482499,1,1,0.507356,0,0.492644
1,0,0.508218,1,0.491782,1,0,0.510100,1,0.489900,1,0,0.508330,1,0.491670,1,0,0.505887,1,0.494113,1,1,0.539009,0,0.460991
1,0,0.540167,1,0.459833,1,0,0.563685,1,0.436315,1,0,0.537759,1,0.462241,1,0,0.576502,1,0.423498,1,0,0.524623,1,0.475377
1,0,0.560497,1,0.439503,1,0,0.504574,1,0.495426,1,1,0.517245,0,0.482755,1,0,0.551836,1,0.448164,1,0,0.522504,1,0.477496
1,0,0.522753,1,0.477247,1,0,1.000000,1,0.000000,1,0,0.637049,1,0.362951,1,0,0.627635,1,0.372365,1,0,0.710681,1,0.289319
1,1,0.537868,0,0.462132,1,1,0.501894,0,0.498106,1,1,0.517729,0,0.482271,1,1,0.513387,0,0.486613,1,1,0.535498,0,0.464502
1,1,0.550015,0,0.449985,1,1,0.503998,0,0.496002,1,0,0.504180,1,0.495820,1,1,0.525459,0,0.474541,1,1,0.543522,0,0.456478
1,1,0.513699,0,0.486301,1,1,0.511697,0,0.488303,1,1,0.500940,0,0.499060,1,1,0.508696,0,0.491304,1,1,0.529119,0,0.470881
1,1,0.503670,0,0.496330,1,0,0.529384,1,0.470616,1,0,0.517756,1,0.482244,1,0,0.536821,1,0.463179,1,0,0.506660,1,0.493340
1,1,0.500164,0,0.499836,1,0,0.503226,1,0.496774,1,0,0.528664,1,0.471336,1,1,0.515328,0,0.484672,1,1,0.525562,0,0.474438
1,1,0.507221,0,0.492779,1,1,0.530452,0,0.469548,1,1,0.517149,0,0.482851,1,1,0.541969,0,0.458031,1,0,0.618386,1,0.381614
1,0,0.508145,1,0.491855,1,1,0.522824,0,0.477176,1,1,0.501858,0,0.498142,1,0,0.502737,1,0.497263,1,1,0.541656,0,0.458344
1,1,0.511995,0,0.488005,1,1,0.521966,0,0.478034,1,1,0.532966,0,0.467034,1,1,0.504207,0,0.495793,1,1,0.531426,0,0.468574
1,1,0.503139,0,0.496861,1,1,0.531475,0,0.468525,1,1,0.504246,0,0.495754,1,1,0.519183,0,0.480817,1,1,0.528918,0,0.471082
1,1,0.516391,0,0.483609,1,1,0.508184,0,0.491816,1,1,0.503121,0,0.496879,1,1,0.503945,0,0.496055,1,1,0.517838,0,0.482162
1,0,0.523453,1,0.476547,1,0,0.577127,1,0.422873,1,0,0.528134,1,0.471866,1,0,0.515031,1,0.484969,1,0,0.561958,1,0.438042
1,1,0.530047,0,0.469953,1,1,0.518479,0,0.481521,1,0,0.502324,1,0.497676,1,1,0.534025,0,0.465975,1,1,0.512846,0,0.487154
1,1,0.963065,0,0.036935,1,0,0.510307,1,0.489693,1,0,0.512194,1,0.487806,1,0,1.000000,1,0.000000,1,1,0.658580,0,0.341420
1,1,0.520815,0,0.479185,1,1,0.546271,0,0.453729,1,1,0.510863,0,0.489137,1,1,0.521489,0,0.478511,1,1,0.601887,0,0.398113
1,1,0.545633,0,0.454367,1,1,0.529303,0,0.470697,1,1,0.511799,0,0.488201,1,1,0.525633,0,0.474367,1,1,0.515441,0,0.484559
1,1,0.532266,0,0.467734,1,1,0.532618,0,0.467382,1,1,0.534882,0,0.465118,1,1,0.516727,0,0.483273,1,1,0.572211,0,0.427789
1,1,0.510976,0,0.489024,1,1,0.554115,0,0.445885,1,1,0.502370,0,0.497630,1,0,0.549505,1,0.450495,1,1,0.529239,0,0.470761
1,0,0.519685,1,0.480315,1,1,0.500309,0,0.499691,1,0,0.520145,1,0.479855,1,1,0.506038,0,0.493962,1,1,0.508365,0,0.491635
1,1,0.506104,0,0.493896,1,0,0.504425,1,0.495575,1,0,0.500944,1,0.499056,1,1,0.508277,0,0.491723,1,1,0.517527,0,0.482473
1,1,0.540662,0,0.459338,1,1,0.524031,0,0.475969,1,1,0.513166,0,0.486834,1,1,0.532923,0,0.467077,1,1,0.534463,0,0.465537
1,1,0.531624,0,0.468376,1,1,0.505929,0,0.494071,1,1,0.506485,0,0.493515,1,1,0.507768,0,0.492232,1,1,0.528267,0,0.471733
1,1,0.501440,0,0.498560,1,1,0.508187,0,0.491813,1,1,0.505162,0,0.494838,1,1,0.503906,0,0.496094,1,1,0.501985,0,0.498015
1,1,0.501924,0,0.498076,1,1,0.545087,0,0.454913,1,1,0.514571,0,0.485429,1,1,0.561356,0,0.438644,1,1,0.584961,0,0.415039
